
FeII 2445.573 2.70  0.05  1    6.20 0.170
FeII 2445.795 3.89 -0.18  1    6.00 0.270
FeII 2454.578 4.08  0.10  1    5.99 0.170
FeII 2455.710 5.55 -0.14  1    5.89 0.220
FeII 2455.898 5.41 -0.03  1    5.97 0.170
FeII 2458.784 3.20  0.40  1    6.12 0.200
FeII 2458.973 3.89 -0.04  1    6.20 0.220
FeII 2461.283 3.23  0.23  1    6.10 0.200
FeII 2461.861 3.22  0.34  1    6.22 0.200
FeII 2463.281 3.15 -0.19  1    6.18 0.220
FeII 2465.913 3.22 -0.05  1    6.07 0.220
FeII 2469.514 3.90  0.15  1    5.98 0.200
FeII 2471.276 5.48 -0.52  1    5.99 0.130
FeII 2472.605 5.55  0.47  1    5.93 0.170
FeII 2503.326 3.15 -0.08  1    6.20 0.220
FeII 2503.874 3.77  0.32  1    6.18 0.200
FeII 2572.968 2.89 -1.20  1    6.21 0.210
FeII 2587.949 4.15  0.23  1    6.09 0.200
FeII 2650.481 5.82  0.13  1    5.95 0.220
FeII 2654.628 5.88 -0.46  1    5.93 0.170
FeII 2664.663 3.39  0.31  1    5.97 0.200
FeII 2666.636 3.42  0.20  1    5.95 0.200
FeII 2667.218 5.88 -0.18  1    5.98 0.130
FeII 2718.641 6.22  0.02  1    6.04 0.170
FeII 2732.448 0.23 -3.07 14    6.22 0.200
FeII 2839.513 5.48  0.15  1    5.95 0.220
FeII 2839.799 5.29 -0.15  1    5.94 0.170
FeII 2892.827 1.08 -2.70 14    6.02 0.200
FeII 2902.320 3.42 -2.05  1    5.95 0.170
FeII 2944.395 1.70 -0.85 14    6.05 0.200
FeII 2984.825 1.67 -0.45 14    6.06 0.200
FeII 2985.545 1.72 -0.89 14    6.33 0.200
FeII 3004.257 3.81 -2.03  1    6.02 0.130
FeII 3076.435 5.88 -0.50  1    6.03 0.130
CoI  2163.577 0.17 -1.32 15    3.22 0.150
CoI  2196.461 0.10 -0.89 15    3.45 0.150
CoI  2234.718 0.43 -1.32 15    3.39 0.150
CoI  2256.582 0.51 -1.17 15    3.67 0.150
CoI  2285.414 0.43 -1.45 15    3.51 0.150
CoI  2316.850 0.17 -1.15 15    3.40 0.150
CoI  2470.273 0.43 -0.79 15    3.25 0.150
CoI  2495.552 0.51 -1.07 15    3.49 0.150
CoI  2695.848 0.51 -1.23 15    3.10 0.150
CoI  2886.448 0.10 -1.91 15    3.57 0.150
CoI  2987.162 0.00 -1.27 15    3.23 0.150
CoII 2187.039 0.06 -1.95 16    3.58 0.200
CoII 2248.668 0.42 -2.19 16    3.34 0.150
CoII 2265.745 0.50 -2.02 16    3.41 0.200
CoII 2311.604 0.56  0.32 16    3.51 0.150
CoII 2361.520 0.64 -1.16 16    3.74 0.200
CoII 2417.659 0.50 -0.25 16    3.36 0.200
CoII 2464.199 1.22 -0.40 16    3.39 0.250
NiI  2121.390 0.02 -1.08 17    4.62 0.200
NiI  2161.038 0.11 -1.40 17    4.47 0.200
NiI  2256.316 0.28 -2.15 17    4.80 0.200
NiI  2258.151 0.02 -1.21 17    4.65 0.200
NiI  2423.327 0.16 -1.93 17    4.62 0.200
NiI  2441.825 0.21 -1.51 17    4.65 0.200
NiI  2578.467 0.21 -2.69 17    4.59 0.150
NiI  2705.462 0.42 -2.75 17    4.59 0.150
NiI  2865.498 0.21 -2.29 17    4.62 0.150
NiI  2981.646 0.11 -0.98 17    4.29 0.200
NiI  2984.131 0.00 -1.50 17    4.38 0.200
NiI  2991.118 0.28 -3.39 17    4.65 0.150
NiI  2992.592 0.02 -1.22 17    4.47 0.200
NiI  3019.143 0.00 -1.33 17    4.56 0.200
NiI  3031.867 0.00 -1.81 17    4.53 0.200
NiI  3080.753 0.21 -1.18 17    4.74 0.200
NiI  3107.714 0.16 -3.19 17    4.71 0.150
NiII 2206.710 1.25 -0.05 18    4.71 0.200
NiII 2222.950 1.04 -0.12 18    4.80 0.200
NiII 2224.860 1.16 -0.01 18    4.68 0.200
NiII 2253.850 1.32 -0.05 18    4.80 0.200
NiII 2297.490 1.32 -0.33 18    4.71 0.200
NiII 2350.850 1.68 -2.28 18    4.77 0.200
CuI  2024.323 0.00 -1.92 19    2.12 0.210
CuI  2165.093 0.00 -0.81 19    1.73 0.170
CuI  2225.703 0.00 -1.18 19    1.98 0.170
CuII 2037.127 2.83 -0.23 20    2.15 0.210
CuII 2104.796 2.98 -0.51 20    1.71 0.210
CuII 2112.100 3.26 -0.11 20    2.29 0.160
CuII 2126.044 2.83 -0.23 20    2.00 0.160
CuII 2189.630 3.26 -0.28  1    2.22 0.210
CuII 2247.002 2.72  0.10  1    2.08 0.210
ZnI  2138.574 0.00  0.17  1    3.11 0.250
ZnI  3075.897 0.00 -3.85 20    3.17 0.150
GaII 2090.769 0.00 -3.25 21    1.26 0.150
GeI  2198.714 0.88  0.13 22    1.45 0.200
GeI  2592.534 0.07 -0.52 22    1.38 0.200
GeI  2651.568 0.00 -0.66 22    1.48 0.150
GeI  2691.341 0.07 -0.81 22    1.48 0.100
GeI  3039.067 0.88 -0.07 22    1.48 0.150
AsI  2288.111 1.35 -0.06 23    1.01 0.150
SeI  2074.784 0.00 -2.26 24    2.62 0.100
YII  2243.045 0.00  0.10 25    0.98 0.200
YII  2422.186 0.41 -0.08 25    0.95 0.100
YII  3095.872 0.13 -1.74 25    1.31 0.200
YII  3135.168 0.18 -1.68 25    1.34 0.200
ZrII 2567.637 0.00 -0.17 26    1.85 0.200
ZrII 2639.080 0.10 -0.67 26    1.60 0.200
ZrII 2643.396 0.04 -1.59 26    1.68 0.150
ZrII 2667.793 0.04 -0.86 26    1.72 0.200
ZrII 2700.130 0.10 -0.08 26    1.78 0.150
ZrII 2732.721 0.10 -0.49 26    1.84 0.150
ZrII 2915.993 0.47 -0.50 26    1.73 0.200
ZrII 2916.630 0.36 -1.11 26    1.71 0.150
ZrII 2934.611 0.32 -0.98 26    1.76 0.150
ZrII 2951.475 0.41 -0.77 26    1.55 0.200
ZrII 2962.679 0.36 -0.57 26    1.59 0.150
ZrII 2968.959 0.47 -0.55 26    1.72 0.150
ZrII 3013.323 0.56 -1.28 26    1.85 0.150
ZrII 3030.919 0.00 -1.04 26    1.67 0.150
ZrII 3036.391 0.56 -0.58 26    1.67 0.150
ZrII 3036.503 0.53 -0.96 26    1.71 0.150
ZrII 3060.115 0.04 -1.53 26    1.82 0.150
ZrII 3095.070 0.04 -0.84 26    1.92 0.150
ZrII 3125.919 0.00 -0.70 26    1.89 0.200
ZrII 3129.760 0.04 -0.54 26    1.97 0.200
ZrII 3133.482 0.96 -0.19 26    1.69 0.200
ZrII 3138.678 0.10 -0.37 26    1.96 0.200
NbII 2590.943 1.26  0.17 27    0.98 0.200
NbII 2667.291 0.00 -0.77 28    0.76 0.200
NbII 2868.521 0.33 -0.37 28    0.70 0.200
NbII 2888.829 0.29 -0.59 28    0.72 0.200
NbII 2899.233 0.44 -0.34 28    0.52 0.200
NbII 2910.587 0.38 -0.16 28    0.79 0.200
NbII 2911.742 0.33 -0.28 28    0.76 0.150
NbII 2927.811 0.51  0.16 28    0.63 0.200
NbII 3028.441 0.44 -0.20 28    0.70 0.200
MoII 2045.973 0.00 -0.35 29    1.62 0.200
MoII 2644.348 1.60 -0.17 29    1.33 0.200
MoII 2646.486 1.54 -0.38 29    1.50 0.200
MoII 2653.347 1.60 -0.43 29    1.35 0.200
MoII 2660.576 1.49 -0.14 29    1.31 0.050
MoII 2701.416 1.49 -0.34 29    1.33 0.200
MoII 2729.684 1.54 -0.94 29    1.58 0.200
MoII 2732.880 1.60 -0.58 29    1.43 0.250
MoII 2871.512 1.54  0.06 29    1.40 0.200
MoII 2911.917 1.60 -0.10 29    1.28 0.100
MoII 2930.502 1.49 -0.23 29    1.28 0.150
MoII 2934.298 1.46 -0.39 29    1.22 0.200
RuII 2281.720 1.13 -0.74 30    1.22 0.150
RuII 2456.438 1.35  0.06 30    1.33 0.200
CdI  2288.020 0.00  0.11 31    0.34 0.150
InII 2306.064 0.00 -2.30 32    0.51 0.150
SnI  2199.346 0.21 -0.98  1 <  1.50
SnI  2209.658 0.42 -0.69  1 <  1.60
SnI  2286.681 0.42 -0.94 24 <  1.70
SnII 2151.514 0.00 -2.53 33    1.39 0.150
SbI  2068.344 0.00 -0.12 34 <  0.80
SbI  2175.818 0.00 -0.35 34    0.37 0.200
TeI  2259.034 0.00 -1.31 24    1.61 0.100
TeI  2385.792 0.59 -0.81 35    1.76 0.250
GdII 2980.156 0.08 -0.39 36    0.78 0.100
GdII 3032.844 0.08  0.30 36    0.79 0.150
GdII 3034.051 0.03  0.14 36    0.75 0.100
GdII 3076.928 0.00 -0.48 36    0.82 0.100
GdII 3100.504 0.24  0.62 36    0.80 0.150
GdII 3124.262 0.03 -1.25 36    1.01 0.250
TbII 3070.060 0.40  0.17 37    0.31 0.150
DyII 3026.160 0.00 -0.98 38    1.01 0.100
ErII 2904.468 0.85  0.33 39    0.59 0.150
ErII 3028.275 0.00  1.02 39    0.81 0.200
ErII 3073.344 0.00 -0.61 39    0.67 0.150
TmII 2990.540 0.03 -0.97 40    0.20 0.150
TmII 3015.290 0.03 -0.47 40   -0.22 0.200
TmII 3131.260 0.00  0.24 40    0.07 0.100
YbII 2116.675 0.00 -1.34 41    0.63 0.200
LuII 2615.412 0.00  0.11 42   -0.44 0.250
LuII 2657.802 1.54 -0.12 43   -0.22 0.200
LuII 2754.168 1.54 -0.09 44    0.09 0.200
LuII 2847.505 1.46 -0.23 43    0.02 0.150
LuII 2900.303 1.54 -0.11 43    0.00 0.150
LuII 2911.392 1.76  0.45 44   -0.16 0.100
LuII 2963.319 1.46 -0.24 43   -0.18 0.250
HfII 2277.172 0.00 -0.31 45    0.24 0.200
HfII 2322.477 0.00 -0.14 45    0.10 0.100
HfII 2323.262 0.45 -0.52 45    0.25 0.150
HfII 2393.362 0.61 -0.10 45    0.15 0.200
HfII 2449.444 0.79 -0.68 45    0.40 0.200
HfII 2641.410 1.04  0.57 46    0.30 0.150
HfII 2647.297 1.04  0.21 45    0.43 0.100
HfII 2661.883 0.79 -0.48 45    0.42 0.150
HfII 2738.765 0.61 -0.17 45    0.24 0.200
HfII 2861.020 0.00 -0.69 46    0.39 0.200
HfII 2861.702 0.45 -0.32 45    0.17 0.150
HfII 2919.600 0.45 -0.71 46    0.46 0.150
HfII 2968.803 0.61 -0.47 45    0.32 0.250
HfII 3012.900 0.00 -0.61 46    0.37 0.100
HfII 3109.110 0.79 -0.26 46    0.44 0.200
TaII 2752.486 0.33 -0.33 47 < -0.30
WII  2088.204 0.39 -0.02 48   -0.12 0.200
WII  2094.751 0.19 -0.16 49   -0.04 0.200
WII  2118.875 0.00 -0.77 48    0.29 0.150
WII  2194.528 0.00 -1.11 49   -0.41 0.150
WII  2204.489 0.76 -0.10 50    0.21 0.150
WII  2658.032 0.19 -0.97 49    0.27 0.200
ReII 2214.277 0.00 -0.02 51    0.10 0.150
ReII 2275.255 0.00 -0.18 21    0.25 0.150
OsI  2137.161 0.00 -0.57 52    1.00 0.200
OsI  2838.622 0.64 -0.02 52    1.20 0.150
OsI  3018.036 0.00 -0.79 52    1.42 0.150
OsI  3058.660 0.00 -0.41 52    1.07 0.150
OsII 2067.230 0.44  0.05 52 <  1.75
OsII 2164.838 0.69 -0.54 52    0.83 0.150
OsII 2194.403 0.44 -0.22 52    1.25 0.200
OsII 2227.985 0.49 -0.49 52    0.90 0.200
OsII 2282.278 0.00 -0.05 52    1.48 0.200
OsII 2486.242 0.45 -0.68 52    1.14 0.200
IrI  2481.183 0.00 -1.00  1    1.47 0.200
IrI  2639.708 0.00 -0.31  1    1.13 0.150
IrI  2664.786 0.00 -0.48  1    1.38 0.200
IrI  2924.790 0.00 -0.66 53    1.30 0.150
IrII 2255.406 1.02 -1.12 54    1.53 0.200
IrII 2300.904 1.12 -0.97 54    1.63 0.200
PtI  2067.509 0.00 -0.62 55    1.47 0.150
PtI  2274.381 0.10 -0.81 56    1.39 0.150
PtI  2274.841 0.00 -1.77 55    1.63 0.150
PtI  2646.881 0.00 -0.79 57    1.38 0.100
PtI  2650.853 0.10 -0.95 55    1.46 0.100
PtI  2705.895 0.10 -0.49 57    1.26 0.150
PtI  2729.912 0.81 -1.22 55    1.64 0.200
PtI  3139.387 0.10 -1.58 55    1.59 0.250
PtII 2057.026 1.04 -1.00 58    1.48 0.200
AuI  2376.280 1.14 -1.08 59 <  1.20
AuI  2675.950 0.00 -0.45 60    0.53 0.150
AuI  3122.780 1.14 -0.96  1 <  1.10
PbII 2203.534 1.75 -0.24 61    1.14 0.100
BiI  2230.609 0.00  0.02 24 <  0.80
